BusStop_No,Bus_No,Predict_Arrive,Current_Time
9043,40,5분,2020-06-05 17:31:02
9258,40,7분,2020-06-05 17:31:04
9011,40,2분,2020-06-05 17:31:05
9049,40,2분,2020-06-05 17:31:07
9007,40,4분,2020-06-05 17:31:08
9727,40,4분,2020-06-05 17:31:10
9723,40,5분,2020-06-05 17:31:12
9721,40,6분,2020-06-05 17:31:13
9719,40,8분,2020-06-05 17:31:15
9717,40,1분,2020-06-05 17:31:17
9259,40,2분,2020-06-05 17:31:18
9138,40,3분,2020-06-05 17:31:20
14030,40,7분,2020-06-05 17:31:22
14056,40,2분,2020-06-05 17:31:25
14059,40,4분,2020-06-05 17:31:27
14071,40,5분,2020-06-05 17:31:29
14074,40,6분,2020-06-05 17:31:30
14087,40,3분,2020-06-05 17:31:34
7006,40,4분,2020-06-05 17:31:35
7013,40,6분,2020-06-05 17:31:37
7016,40,7분,2020-06-05 17:31:39
7063,40,1분,2020-06-05 17:31:41
7165,40,2분,2020-06-05 17:31:42
7058,40,3분,2020-06-05 17:31:44
7053,40,4분,2020-06-05 17:31:45
7047,40,6분,2020-06-05 17:31:47
3143,40,8분,2020-06-05 17:31:49
3134,40,9분,2020-06-05 17:31:50
3108,40,12분,2020-06-05 17:31:52
3097,40,14분,2020-06-05 17:31:54
3058,40,2분,2020-06-05 17:31:57
1033,40,4분,2020-06-05 17:31:59
1042,40,5분,2020-06-05 17:32:00
1047,40,6분,2020-06-05 17:32:02
1097,40,8분,2020-06-05 17:32:04
1112,40,9분,2020-06-05 17:32:05
1090,40,1분,2020-06-05 17:32:07
2061,40,2분,2020-06-05 17:32:08
2058,40,3분,2020-06-05 17:32:10
2053,40,4분,2020-06-05 17:32:12
2062,40,8분,2020-06-05 17:32:14
1091,40,10분,2020-06-05 17:32:15
1111,40,11분,2020-06-05 17:32:17
1093,40,11분,2020-06-05 17:32:19
1096,40,12분,2020-06-05 17:32:20
1041,40,2분,2020-06-05 17:32:22
1032,40,3분,2020-06-05 17:32:23
3063,40,5분,2020-06-05 17:32:25
3092,40,9분,2020-06-05 17:32:27
3096,40,10분,2020-06-05 17:32:28
3122,40,11분,2020-06-05 17:32:30
3132,40,14분,2020-06-05 17:32:32
3148,40,1분,2020-06-05 17:32:33
3149,40,2분,2020-06-05 17:32:35
3144,40,3분,2020-06-05 17:32:37
7051,40,6분,2020-06-05 17:32:38
7052,40,7분,2020-06-05 17:32:40
7231,40,8분,2020-06-05 17:32:42
7164,40,9분,2020-06-05 17:32:43
7061,40,1분,2020-06-05 17:32:45
7015,40,3분,2020-06-05 17:32:47
7014,40,4분,2020-06-05 17:32:48
7007,40,5분,2020-06-05 17:32:50
14083,40,8분,2020-06-05 17:32:52
14082,40,2분,2020-06-05 17:32:53
14072,40,2분,2020-06-05 17:32:55
14070,40,3분,2020-06-05 17:32:57
14061,40,5분,2020-06-05 17:32:59
14053,40,6분,2020-06-05 17:33:00
14031,40,2분,2020-06-05 17:33:04
9137,40,4분,2020-06-05 17:33:05
9136,40,5분,2020-06-05 17:33:07
9718,40,11분,2020-06-05 17:33:09
9720,40,13분,2020-06-05 17:33:10
9722,40,14분,2020-06-05 17:33:12
9724,40,15분,2020-06-05 17:33:14
9728,40,16분,2020-06-05 17:33:15
9101,40,1분,2020-06-05 17:33:17
9098,40,2분,2020-06-05 17:33:19
9095,40,2분,2020-06-05 17:33:20
9092,40,5분,2020-06-05 17:33:22
9253,40,5분,2020-06-05 17:33:23
9091,40,7분,2020-06-05 17:33:25
9078,40,8분,2020-06-05 17:33:27
9067,40,9분,2020-06-05 17:33:28
9069,40,10분,2020-06-05 17:33:30
9064,40,11분,2020-06-05 17:33:31
9055,40,1분,2020-06-05 17:33:33
9052,40,1분,2020-06-05 17:33:35
9048,40,2분,2020-06-05 17:33:36
9045,40,3분,2020-06-05 17:33:38
9043,40,4분,2020-06-05 17:33:40
9258,40,5분,2020-06-05 17:33:41
9049,40,1분,2020-06-05 17:33:45
9007,40,2분,2020-06-05 17:33:46
9727,40,3분,2020-06-05 17:33:48
9723,40,4분,2020-06-05 17:33:50
9721,40,5분,2020-06-05 17:33:51
9719,40,7분,2020-06-05 17:33:53
9717,40,7분,2020-06-05 17:33:55
9259,40,8분,2020-06-05 17:33:56
9138,40,9분,2020-06-05 17:33:58
14030,40,3분,2020-06-05 17:33:59
14046,40,5분,2020-06-05 17:34:01
14056,40,1분,2020-06-05 17:34:03
14059,40,3분,2020-06-05 17:34:04
14071,40,5분,2020-06-05 17:34:07
14074,40,6분,2020-06-05 17:34:09
14080,40,7분,2020-06-05 17:34:10
14087,40,2분,2020-06-05 17:34:12
7006,40,3분,2020-06-05 17:34:13
7013,40,5분,2020-06-05 17:34:15
7016,40,6분,2020-06-05 17:34:17
7063,40,8분,2020-06-05 17:34:18
7165,40,1분,2020-06-05 17:34:20
7058,40,2분,2020-06-05 17:34:21
7053,40,2분,2020-06-05 17:34:23
7047,40,4분,2020-06-05 17:34:24
3143,40,6분,2020-06-05 17:34:26
3134,40,8분,2020-06-05 17:34:27
3108,40,11분,2020-06-05 17:34:29
3097,40,13분,2020-06-05 17:34:30
3089,40,13분,2020-06-05 17:34:32
3058,40,15분,2020-06-05 17:34:34
1033,40,1분,2020-06-05 17:34:35
1042,40,2분,2020-06-05 17:34:37
1047,40,3분,2020-06-05 17:34:38
1097,40,5분,2020-06-05 17:34:40
1112,40,6분,2020-06-05 17:34:42
1090,40,7분,2020-06-05 17:34:43
2061,40,8분,2020-06-05 17:34:45
2058,40,1분,2020-06-05 17:34:46
2053,40,1분,2020-06-05 17:34:48
2062,40,6분,2020-06-05 17:34:49
1091,40,8분,2020-06-05 17:34:51
1111,40,9분,2020-06-05 17:34:52
1093,40,9분,2020-06-05 17:34:54
1096,40,10분,2020-06-05 17:34:56
1041,40,1분,2020-06-05 17:34:57
1032,40,2분,2020-06-05 17:34:59
3063,40,4분,2020-06-05 17:35:01
3092,40,7분,2020-06-05 17:35:02
3096,40,8분,2020-06-05 17:35:04
3122,40,10분,2020-06-05 17:35:05
3132,40,13분,2020-06-05 17:35:07
3148,40,14분,2020-06-05 17:35:08
3149,40,15분,2020-06-05 17:35:10
3144,40,1분,2020-06-05 17:35:11
7051,40,4분,2020-06-05 17:35:13
7052,40,5분,2020-06-05 17:35:14
7231,40,6분,2020-06-05 17:35:16
7164,40,7분,2020-06-05 17:35:18
7061,40,9분,2020-06-05 17:35:19
7015,40,1분,2020-06-05 17:35:21
7014,40,2분,2020-06-05 17:35:22
7007,40,3분,2020-06-05 17:35:24
14083,40,6분,2020-06-05 17:35:25
14082,40,8분,2020-06-05 17:35:27
14072,40,10분,2020-06-05 17:35:28
14061,40,2분,2020-06-05 17:35:32
14053,40,3분,2020-06-05 17:35:33
14094,40,5분,2020-06-05 17:35:35
14031,40,1분,2020-06-05 17:35:36
9137,40,3분,2020-06-05 17:35:38
9136,40,4분,2020-06-05 17:35:39
9718,40,10분,2020-06-05 17:35:41
9720,40,12분,2020-06-05 17:35:43
9722,40,13분,2020-06-05 17:35:44
9724,40,13분,2020-06-05 17:35:46
9728,40,15분,2020-06-05 17:35:47
9101,40,17분,2020-06-05 17:35:49
9098,40,18분,2020-06-05 17:35:50
9092,40,2분,2020-06-05 17:35:53
9253,40,3분,2020-06-05 17:35:55
9091,40,5분,2020-06-05 17:35:56
9078,40,6분,2020-06-05 17:35:58
9067,40,7분,2020-06-05 17:35:59
9069,40,8분,2020-06-05 17:36:01
9064,40,9분,2020-06-05 17:36:02
9055,40,10분,2020-06-05 17:36:04
9052,40,10분,2020-06-05 17:36:05
9045,40,1분,2020-06-05 17:36:09
9043,40,2분,2020-06-05 17:36:10
9258,40,3분,2020-06-05 17:36:12
9011,40,7분,2020-06-05 17:36:13
9049,40,7분,2020-06-05 17:36:15
9007,40,9분,2020-06-05 17:36:17
9727,40,1분,2020-06-05 17:36:19
9723,40,2분,2020-06-05 17:36:20
9721,40,3분,2020-06-05 17:36:22
9719,40,5분,2020-06-05 17:36:23
9717,40,6분,2020-06-05 17:36:25
9259,40,7분,2020-06-05 17:36:27
9138,40,8분,2020-06-05 17:36:28
14030,40,1분,2020-06-05 17:36:30
14046,40,3분,2020-06-05 17:36:31
14056,40,5분,2020-06-05 17:36:33
14071,40,2분,2020-06-05 17:36:36
14074,40,3분,2020-06-05 17:36:38
14080,40,4분,2020-06-05 17:36:39
14087,40,1분,2020-06-05 17:36:41
7006,40,2분,2020-06-05 17:36:43
7013,40,4분,2020-06-05 17:36:44
7016,40,5분,2020-06-05 17:36:46
7063,40,5분,2020-06-05 17:36:47
7165,40,7분,2020-06-05 17:36:49
7058,40,8분,2020-06-05 17:36:51
7047,40,2분,2020-06-05 17:36:54
3143,40,4분,2020-06-05 17:36:55
3134,40,6분,2020-06-05 17:36:57
3108,40,8분,2020-06-05 17:36:58
3097,40,10분,2020-06-05 17:37:00
3089,40,10분,2020-06-05 17:37:02
3058,40,12분,2020-06-05 17:37:03
1033,40,14분,2020-06-05 17:37:05
1047,40,1분,2020-06-05 17:37:08
1097,40,3분,2020-06-05 17:37:10
1112,40,4분,2020-06-05 17:37:11
1090,40,6분,2020-06-05 17:37:13
2061,40,7분,2020-06-05 17:37:14
2058,40,8분,2020-06-05 17:37:16
2053,40,8분,2020-06-05 17:37:18
2062,40,6분,2020-06-05 17:37:19
1091,40,8분,2020-06-05 17:37:21
1111,40,9분,2020-06-05 17:37:22
1093,40,9분,2020-06-05 17:37:24
1096,40,10분,2020-06-05 17:37:25
1041,40,13분,2020-06-05 17:37:27
3063,40,3분,2020-06-05 17:37:30
3092,40,6분,2020-06-05 17:37:32
3096,40,7분,2020-06-05 17:37:33
3122,40,8분,2020-06-05 17:37:35
