BusStop_No,Bus_No,Predict_Arrive,Current_Time
14074,40,9분,2020-06-07 22:33:30
14080,40,11분,2020-06-07 22:33:32
14087,40,13분,2020-06-07 22:33:33
7006,40,15분,2020-06-07 22:33:35
7013,40,16분,2020-06-07 22:33:37
7016,40,1분,2020-06-07 22:33:38
7063,40,2분,2020-06-07 22:33:40
7165,40,4분,2020-06-07 22:33:41
7058,40,3분,2020-06-07 22:33:44
7053,40,4분,2020-06-07 22:33:46
7047,40,6분,2020-06-07 22:33:47
3143,40,8분,2020-06-07 22:33:49
3134,40,10분,2020-06-07 22:33:50
3108,40,13분,2020-06-07 22:33:52
3097,40,15분,2020-06-07 22:33:54
3089,40,15분,2020-06-07 22:33:55
3058,40,1분,2020-06-07 22:33:57
1033,40,4분,2020-06-07 22:33:58
1042,40,5분,2020-06-07 22:34:00
1047,40,6분,2020-06-07 22:34:02
1097,40,6분,2020-06-07 22:34:03
1112,40,8분,2020-06-07 22:34:05
1090,40,9분,2020-06-07 22:34:06
2061,40,10분,2020-06-07 22:34:08
2058,40,11분,2020-06-07 22:34:09
2053,40,12분,2020-06-07 22:34:11
1091,40,2분,2020-06-07 22:34:14
1111,40,3분,2020-06-07 22:34:15
1093,40,4분,2020-06-07 22:34:17
1096,40,4분,2020-06-07 22:34:18
1041,40,7분,2020-06-07 22:34:20
1032,40,8분,2020-06-07 22:34:22
3063,40,10분,2020-06-07 22:34:23
3092,40,3분,2020-06-07 22:34:25
3096,40,4분,2020-06-07 22:34:27
3122,40,5분,2020-06-07 22:34:28
3132,40,8분,2020-06-07 22:34:30
3148,40,10분,2020-06-07 22:34:31
3149,40,10분,2020-06-07 22:34:33
3144,40,12분,2020-06-07 22:34:34
7051,40,15분,2020-06-07 22:34:36
7052,40,16분,2020-06-07 22:34:37
7164,40,1분,2020-06-07 22:34:41
7061,40,3분,2020-06-07 22:34:42
7015,40,4분,2020-06-07 22:34:44
7014,40,6분,2020-06-07 22:34:45
7007,40,7분,2020-06-07 22:34:47
14083,40,10분,2020-06-07 22:34:48
14082,40,2분,2020-06-07 22:34:50
14072,40,3분,2020-06-07 22:34:52
14070,40,3분,2020-06-07 22:34:53
14061,40,5분,2020-06-07 22:34:55
14094,40,2분,2020-06-07 22:34:58
14031,40,5분,2020-06-07 22:35:00
9137,40,6분,2020-06-07 22:35:01
9136,40,8분,2020-06-07 22:35:03
9718,40,13분,2020-06-07 22:35:04
9720,40,15분,2020-06-07 22:35:06
9722,40,16분,2020-06-07 22:35:07
9724,40,17분,2020-06-07 22:35:09
9728,40,1분,2020-06-07 22:35:11
9101,40,3분,2020-06-07 22:35:12
9098,40,4분,2020-06-07 22:35:14
9095,40,5분,2020-06-07 22:35:15
9092,40,7분,2020-06-07 22:35:17
9253,40,8분,2020-06-07 22:35:19
9091,40,9분,2020-06-07 22:35:20
9078,40,10분,2020-06-07 22:35:22
9069,40,2분,2020-06-07 22:35:25
9064,40,2분,2020-06-07 22:35:27
9055,40,3분,2020-06-07 22:35:28
9052,40,4분,2020-06-07 22:35:30
9048,40,5분,2020-06-07 22:35:32
9045,40,6분,2020-06-07 22:35:34
9043,40,7분,2020-06-07 22:35:36
9258,40,8분,2020-06-07 22:35:37
9011,40,12분,2020-06-07 22:35:39
9049,40,12분,2020-06-07 22:35:41
9007,40,1분,2020-06-07 22:35:42
9727,40,도착정보 없음,2020-06-07 22:35:44
9723,40,도착정보 없음,2020-06-07 22:35:46
9721,40,도착정보 없음,2020-06-07 22:35:47
9719,40,도착정보 없음,2020-06-07 22:35:49
9717,40,도착정보 없음,2020-06-07 22:35:51
9259,40,도착정보 없음,2020-06-07 22:35:53
9138,40,도착정보 없음,2020-06-07 22:35:54
14030,40,도착정보 없음,2020-06-07 22:35:56
14056,40,2분,2020-06-07 22:36:00
14059,40,4분,2020-06-07 22:36:01
14071,40,5분,2020-06-07 22:36:03
14074,40,6분,2020-06-07 22:36:05
14080,40,8분,2020-06-07 22:36:06
14087,40,10분,2020-06-07 22:36:08
7006,40,12분,2020-06-07 22:36:10
7013,40,14분,2020-06-07 22:36:12
7016,40,15분,2020-06-07 22:36:13
7063,40,16분,2020-06-07 22:36:15
7058,40,1분,2020-06-07 22:36:19
7053,40,2분,2020-06-07 22:36:20
7047,40,4분,2020-06-07 22:36:22
3143,40,6분,2020-06-07 22:36:24
3134,40,8분,2020-06-07 22:36:25
3108,40,11분,2020-06-07 22:36:27
3097,40,13분,2020-06-07 22:36:28
3089,40,13분,2020-06-07 22:36:30
3058,40,15분,2020-06-07 22:36:32
1042,40,1분,2020-06-07 22:36:35
1047,40,2분,2020-06-07 22:36:37
1097,40,3분,2020-06-07 22:36:38
1112,40,5분,2020-06-07 22:36:40
1090,40,6분,2020-06-07 22:36:42
2061,40,7분,2020-06-07 22:36:43
2058,40,8분,2020-06-07 22:36:45
2053,40,9분,2020-06-07 22:36:47
2062,40,13분,2020-06-07 22:36:49
1111,40,1분,2020-06-07 22:36:52
1093,40,1분,2020-06-07 22:36:54
1096,40,2분,2020-06-07 22:36:55
1041,40,5분,2020-06-07 22:36:57
1032,40,6분,2020-06-07 22:36:58
3063,40,8분,2020-06-07 22:37:00
3092,40,11분,2020-06-07 22:37:02
3096,40,12분,2020-06-07 22:37:04
3122,40,1분,2020-06-07 22:37:06
3132,40,4분,2020-06-07 22:37:07
3148,40,5분,2020-06-07 22:37:09
3149,40,6분,2020-06-07 22:37:11
3144,40,7분,2020-06-07 22:37:12
7051,40,11분,2020-06-07 22:37:14
7052,40,11분,2020-06-07 22:37:16
7231,40,12분,2020-06-07 22:37:18
7164,40,13분,2020-06-07 22:37:19
7061,40,15분,2020-06-07 22:37:21
7015,40,1분,2020-06-07 22:37:22
7014,40,2분,2020-06-07 22:37:24
7007,40,4분,2020-06-07 22:37:26
14083,40,6분,2020-06-07 22:37:28
14082,40,8분,2020-06-07 22:37:29
14070,40,1분,2020-06-07 22:37:33
14061,40,3분,2020-06-07 22:37:35
14053,40,4분,2020-06-07 22:37:36
14031,40,3분,2020-06-07 22:37:40
9137,40,4분,2020-06-07 22:37:41
9136,40,5분,2020-06-07 22:37:43
9718,40,10분,2020-06-07 22:37:45
9720,40,12분,2020-06-07 22:37:46
9722,40,13분,2020-06-07 22:37:48
9724,40,14분,2020-06-07 22:37:50
9728,40,15분,2020-06-07 22:37:52
9101,40,18분,2020-06-07 22:37:53
9095,40,1분,2020-06-07 22:37:56
9092,40,3분,2020-06-07 22:37:58
9253,40,4분,2020-06-07 22:38:00
9091,40,6분,2020-06-07 22:38:01
9078,40,7분,2020-06-07 22:38:03
9067,40,8분,2020-06-07 22:38:04
9069,40,9분,2020-06-07 22:38:06
9055,40,1분,2020-06-07 22:38:09
9052,40,2분,2020-06-07 22:38:10
9048,40,3분,2020-06-07 22:38:12
9045,40,3분,2020-06-07 22:38:14
9043,40,4분,2020-06-07 22:38:15
9258,40,6분,2020-06-07 22:38:17
9011,40,9분,2020-06-07 22:38:19
9049,40,10분,2020-06-07 22:38:20
9007,40,11분,2020-06-07 22:38:22
9727,40,도착정보 없음,2020-06-07 22:38:23
9723,40,도착정보 없음,2020-06-07 22:38:25
9721,40,도착정보 없음,2020-06-07 22:38:27
9719,40,도착정보 없음,2020-06-07 22:38:28
9717,40,도착정보 없음,2020-06-07 22:38:30
9259,40,도착정보 없음,2020-06-07 22:38:31
9138,40,도착정보 없음,2020-06-07 22:38:33
14030,40,도착정보 없음,2020-06-07 22:38:35
14046,40,도착정보 없음,2020-06-07 22:38:36
14056,40,1분,2020-06-07 22:38:38
14059,40,3분,2020-06-07 22:38:39
14071,40,4분,2020-06-07 22:38:41
14074,40,5분,2020-06-07 22:38:42
14080,40,7분,2020-06-07 22:38:44
14087,40,9분,2020-06-07 22:38:46
7006,40,10분,2020-06-07 22:38:47
7013,40,12분,2020-06-07 22:38:49
7016,40,14분,2020-06-07 22:38:50
7063,40,15분,2020-06-07 22:38:52
7165,40,17분,2020-06-07 22:38:54
7058,40,17분,2020-06-07 22:38:55
7053,40,18분,2020-06-07 22:38:57
7047,40,1분,2020-06-07 22:38:58
3143,40,3분,2020-06-07 22:39:00
3134,40,5분,2020-06-07 22:39:02
3108,40,8분,2020-06-07 22:39:03
3097,40,10분,2020-06-07 22:39:05
3089,40,11분,2020-06-07 22:39:06
3058,40,12분,2020-06-07 22:39:08
1033,40,15분,2020-06-07 22:39:09
1042,40,16분,2020-06-07 22:39:11
1047,40,17분,2020-06-07 22:39:13
1097,40,1분,2020-06-07 22:39:14
1112,40,2분,2020-06-07 22:39:16
1090,40,4분,2020-06-07 22:39:17
2061,40,5분,2020-06-07 22:39:19
2058,40,6분,2020-06-07 22:39:20
2053,40,7분,2020-06-07 22:39:22
2062,40,13분,2020-06-07 22:39:23
1091,40,14분,2020-06-07 22:39:25
1111,40,15분,2020-06-07 22:39:26
1093,40,16분,2020-06-07 22:39:28
1041,40,3분,2020-06-07 22:39:31
1032,40,4분,2020-06-07 22:39:33
3063,40,6분,2020-06-07 22:39:34
3092,40,10분,2020-06-07 22:39:36
3096,40,11분,2020-06-07 22:39:38
3122,40,12분,2020-06-07 22:39:39
3132,40,2분,2020-06-07 22:39:41
3148,40,3분,2020-06-07 22:39:42
3149,40,4분,2020-06-07 22:39:44
3144,40,4분,2020-06-07 22:39:46
7051,40,7분,2020-06-07 22:39:47
7052,40,9분,2020-06-07 22:39:49
7231,40,10분,2020-06-07 22:39:50
7164,40,10분,2020-06-07 22:39:52
7061,40,11분,2020-06-07 22:39:53
7015,40,13분,2020-06-07 22:39:55
7014,40,1분,2020-06-07 22:39:57
7007,40,2분,2020-06-07 22:39:58
14083,40,5분,2020-06-07 22:40:00
14082,40,6분,2020-06-07 22:40:01
14072,40,7분,2020-06-07 22:40:03
14070,40,8분,2020-06-07 22:40:04
14053,40,2분,2020-06-07 22:40:08
14094,40,4분,2020-06-07 22:40:09
14031,40,1분,2020-06-07 22:40:11
9137,40,3분,2020-06-07 22:40:12
9136,40,4분,2020-06-07 22:40:14
9718,40,9분,2020-06-07 22:40:15
9720,40,11분,2020-06-07 22:40:17
9722,40,12분,2020-06-07 22:40:18
9724,40,13분,2020-06-07 22:40:20
9728,40,14분,2020-06-07 22:40:22
9101,40,17분,2020-06-07 22:40:23
9098,40,16분,2020-06-07 22:40:24
9095,40,17분,2020-06-07 22:40:26
9092,40,19분,2020-06-07 22:40:27
9253,40,1분,2020-06-07 22:40:29
9091,40,2분,2020-06-07 22:40:31
9078,40,3분,2020-06-07 22:40:32
9067,40,5분,2020-06-07 22:40:34
9069,40,6분,2020-06-07 22:40:35
9064,40,7분,2020-06-07 22:40:37
9055,40,8분,2020-06-07 22:40:38
9052,40,8분,2020-06-07 22:40:40
9043,40,1분,2020-06-07 22:40:45
9258,40,3분,2020-06-07 22:40:46
9011,40,6분,2020-06-07 22:40:48
9049,40,7분,2020-06-07 22:40:49
9007,40,8분,2020-06-07 22:40:51
9727,40,도착정보 없음,2020-06-07 22:40:53
9723,40,도착정보 없음,2020-06-07 22:40:54
9721,40,도착정보 없음,2020-06-07 22:40:56
9719,40,도착정보 없음,2020-06-07 22:40:57
9717,40,도착정보 없음,2020-06-07 22:40:59
9259,40,도착정보 없음,2020-06-07 22:41:01
9138,40,도착정보 없음,2020-06-07 22:41:03
14030,40,도착정보 없음,2020-06-07 22:41:04
14046,40,도착정보 없음,2020-06-07 22:41:06
14056,40,도착정보 없음,2020-06-07 22:41:07
14059,40,도착정보 없음,2020-06-07 22:41:09
14071,40,1분,2020-06-07 22:41:10
14074,40,2분,2020-06-07 22:41:12
14080,40,3분,2020-06-07 22:41:14
14087,40,6분,2020-06-07 22:41:15
7006,40,7분,2020-06-07 22:41:17
7013,40,9분,2020-06-07 22:41:19
7016,40,10분,2020-06-07 22:41:20
7063,40,12분,2020-06-07 22:41:22
7165,40,13분,2020-06-07 22:41:24
7058,40,14분,2020-06-07 22:41:25
7053,40,15분,2020-06-07 22:41:27
7047,40,17분,2020-06-07 22:41:28
3143,40,19분,2020-06-07 22:41:30
3134,40,1분,2020-06-07 22:41:31
3108,40,5분,2020-06-07 22:41:33
3097,40,6분,2020-06-07 22:41:35
3089,40,7분,2020-06-07 22:41:36
3058,40,9분,2020-06-07 22:41:38
1033,40,11분,2020-06-07 22:41:39
1042,40,12분,2020-06-07 22:41:41
1047,40,13분,2020-06-07 22:41:43
1097,40,15분,2020-06-07 22:41:44
1112,40,16분,2020-06-07 22:41:46
1090,40,1분,2020-06-07 22:41:47
2061,40,2분,2020-06-07 22:41:49
2058,40,3분,2020-06-07 22:41:50
2053,40,4분,2020-06-07 22:41:52
2062,40,13분,2020-06-07 22:41:53
1091,40,10분,2020-06-07 22:41:55
1111,40,11분,2020-06-07 22:41:56
1093,40,12분,2020-06-07 22:41:58
1096,40,12분,2020-06-07 22:41:59
1041,40,1분,2020-06-07 22:42:01
1032,40,2분,2020-06-07 22:42:03
3063,40,4분,2020-06-07 22:42:04
3092,40,8분,2020-06-07 22:42:06
3096,40,9분,2020-06-07 22:42:08
3122,40,10분,2020-06-07 22:42:09
3132,40,13분,2020-06-07 22:42:11
3148,40,14분,2020-06-07 22:42:12
3144,40,1분,2020-06-07 22:42:15
7051,40,5분,2020-06-07 22:42:17
7052,40,5분,2020-06-07 22:42:19
7231,40,6분,2020-06-07 22:42:20
7164,40,7분,2020-06-07 22:42:22
7061,40,9분,2020-06-07 22:42:23
7015,40,10분,2020-06-07 22:42:25
7014,40,11분,2020-06-07 22:42:26
7007,40,13분,2020-06-07 22:42:28
14083,40,2분,2020-06-07 22:42:30
14082,40,4분,2020-06-07 22:42:31
14072,40,6분,2020-06-07 22:42:33
14070,40,7분,2020-06-07 22:42:35
14061,40,8분,2020-06-07 22:42:36
14053,40,1분,2020-06-07 22:42:38
14094,40,3분,2020-06-07 22:42:39
14031,40,5분,2020-06-07 22:42:41
9136,40,2분,2020-06-07 22:42:44
9718,40,7분,2020-06-07 22:42:46
9720,40,9분,2020-06-07 22:42:47
9722,40,10분,2020-06-07 22:42:49
9724,40,11분,2020-06-07 22:42:51
9728,40,12분,2020-06-07 22:42:52
9101,40,14분,2020-06-07 22:42:54
9098,40,15분,2020-06-07 22:42:55
9095,40,16분,2020-06-07 22:42:57
9092,40,18분,2020-06-07 22:42:58
9253,40,19분,2020-06-07 22:43:00
9078,40,1분,2020-06-07 22:43:03
9067,40,3분,2020-06-07 22:43:05
9069,40,4분,2020-06-07 22:43:06
9064,40,4분,2020-06-07 22:43:08
9055,40,6분,2020-06-07 22:43:09
9052,40,6분,2020-06-07 22:43:11
9048,40,7분,2020-06-07 22:43:12
9045,40,8분,2020-06-07 22:43:14
9043,40,9분,2020-06-07 22:43:15
9011,40,4분,2020-06-07 22:43:18
9049,40,4분,2020-06-07 22:43:20
9007,40,6분,2020-06-07 22:43:22
9727,40,도착정보 없음,2020-06-07 22:43:23
9723,40,도착정보 없음,2020-06-07 22:43:25
9721,40,도착정보 없음,2020-06-07 22:43:26
9719,40,도착정보 없음,2020-06-07 22:43:28
9717,40,도착정보 없음,2020-06-07 22:43:30
9259,40,도착정보 없음,2020-06-07 22:43:31
9138,40,도착정보 없음,2020-06-07 22:43:33
14030,40,도착정보 없음,2020-06-07 22:43:35
14046,40,도착정보 없음,2020-06-07 22:43:36
14056,40,도착정보 없음,2020-06-07 22:43:38
14059,40,도착정보 없음,2020-06-07 22:43:39
14071,40,도착정보 없음,2020-06-07 22:43:41
14080,40,1분,2020-06-07 22:43:44
14087,40,4분,2020-06-07 22:43:46
7006,40,5분,2020-06-07 22:43:47
7013,40,7분,2020-06-07 22:43:49
7016,40,8분,2020-06-07 22:43:50
7063,40,9분,2020-06-07 22:43:52
7165,40,11분,2020-06-07 22:43:54
7058,40,12분,2020-06-07 22:43:55
7053,40,13분,2020-06-07 22:43:57
7047,40,14분,2020-06-07 22:43:58
3143,40,16분,2020-06-07 22:44:00
3134,40,18분,2020-06-07 22:44:02
3108,40,2분,2020-06-07 22:44:03
3097,40,3분,2020-06-07 22:44:05
3089,40,4분,2020-06-07 22:44:06
3058,40,6분,2020-06-07 22:44:08
1033,40,8분,2020-06-07 22:44:10
1042,40,9분,2020-06-07 22:44:11
1047,40,10분,2020-06-07 22:44:13
1097,40,12분,2020-06-07 22:44:15
1112,40,13분,2020-06-07 22:44:16
1090,40,14분,2020-06-07 22:44:18
2061,40,15분,2020-06-07 22:44:19
2053,40,1분,2020-06-07 22:44:22
2062,40,7분,2020-06-07 22:44:24
1091,40,8분,2020-06-07 22:44:25
1111,40,9분,2020-06-07 22:44:27
1093,40,10분,2020-06-07 22:44:28
1096,40,10분,2020-06-07 22:44:30
1041,40,13분,2020-06-07 22:44:32
1032,40,14분,2020-06-07 22:44:34
3063,40,2분,2020-06-07 22:44:35
3092,40,5분,2020-06-07 22:44:37
3096,40,6분,2020-06-07 22:44:38
3122,40,8분,2020-06-07 22:44:40
3132,40,11분,2020-06-07 22:44:41
3148,40,12분,2020-06-07 22:44:43
3149,40,13분,2020-06-07 22:44:44
3144,40,14분,2020-06-07 22:44:46
7051,40,3분,2020-06-07 22:44:48
7052,40,4분,2020-06-07 22:44:49
7231,40,5분,2020-06-07 22:44:51
7164,40,6분,2020-06-07 22:44:52
7061,40,7분,2020-06-07 22:44:54
7015,40,9분,2020-06-07 22:44:56
7014,40,10분,2020-06-07 22:44:57
7007,40,12분,2020-06-07 22:44:59
14083,40,14분,2020-06-07 22:45:00
14082,40,16분,2020-06-07 22:45:02
14072,40,1분,2020-06-07 22:45:03
14070,40,2분,2020-06-07 22:45:05
14061,40,4분,2020-06-07 22:45:07
14053,40,5분,2020-06-07 22:45:08
14094,40,7분,2020-06-07 22:45:10
14031,40,1분,2020-06-07 22:45:11
9137,40,3분,2020-06-07 22:45:13
9136,40,5분,2020-06-07 22:45:14
9718,40,4분,2020-06-07 22:45:16
9720,40,6분,2020-06-07 22:45:17
9722,40,7분,2020-06-07 22:45:19
9724,40,8분,2020-06-07 22:45:21
9728,40,9분,2020-06-07 22:45:22
9101,40,12분,2020-06-07 22:45:24
9098,40,12분,2020-06-07 22:45:25
9095,40,13분,2020-06-07 22:45:27
9092,40,15분,2020-06-07 22:45:29
9253,40,16분,2020-06-07 22:45:30
9091,40,18분,2020-06-07 22:45:32
9078,40,19분,2020-06-07 22:45:34
9069,40,1분,2020-06-07 22:45:37
9064,40,1분,2020-06-07 22:45:38
9055,40,3분,2020-06-07 22:45:40
9052,40,3분,2020-06-07 22:45:42
9048,40,4분,2020-06-07 22:45:43
9045,40,5분,2020-06-07 22:45:45
9043,40,6분,2020-06-07 22:45:47
9258,40,7분,2020-06-07 22:45:49
9011,40,1분,2020-06-07 22:45:50
9049,40,1분,2020-06-07 22:45:52
9007,40,3분,2020-06-07 22:45:54
9727,40,도착정보 없음,2020-06-07 22:45:55
9723,40,도착정보 없음,2020-06-07 22:45:57
9721,40,도착정보 없음,2020-06-07 22:45:59
9719,40,도착정보 없음,2020-06-07 22:46:00
9717,40,도착정보 없음,2020-06-07 22:46:02
9259,40,도착정보 없음,2020-06-07 22:46:04
9138,40,도착정보 없음,2020-06-07 22:46:06
14030,40,도착정보 없음,2020-06-07 22:46:07
14046,40,도착정보 없음,2020-06-07 22:46:09
14056,40,도착정보 없음,2020-06-07 22:46:11
14059,40,도착정보 없음,2020-06-07 22:46:12
14071,40,도착정보 없음,2020-06-07 22:46:14
14074,40,도착정보 없음,2020-06-07 22:46:16
14080,40,도착정보 없음,2020-06-07 22:46:17
14087,40,1분,2020-06-07 22:46:19
7006,40,2분,2020-06-07 22:46:21
7013,40,4분,2020-06-07 22:46:23
7016,40,5분,2020-06-07 22:46:24
7063,40,6분,2020-06-07 22:46:26
7165,40,8분,2020-06-07 22:46:28
7058,40,9분,2020-06-07 22:46:29
7053,40,10분,2020-06-07 22:46:31
7047,40,11분,2020-06-07 22:46:33
3143,40,13분,2020-06-07 22:46:35
3134,40,15분,2020-06-07 22:46:36
3108,40,19분,2020-06-07 22:46:38
3097,40,20분,2020-06-07 22:46:39
3089,40,21분,2020-06-07 22:46:41
3058,40,1분,2020-06-07 22:46:42
1033,40,4분,2020-06-07 22:46:44
1042,40,5분,2020-06-07 22:46:46
1047,40,6분,2020-06-07 22:46:47
1097,40,8분,2020-06-07 22:46:49
1112,40,9분,2020-06-07 22:46:51
1090,40,10분,2020-06-07 22:46:52
2061,40,11분,2020-06-07 22:46:54
2058,40,12분,2020-06-07 22:46:56
2053,40,13분,2020-06-07 22:46:57
2062,40,3분,2020-06-07 22:46:59
1091,40,4분,2020-06-07 22:47:01
1111,40,5분,2020-06-07 22:47:02
1093,40,6분,2020-06-07 22:47:04
1096,40,6분,2020-06-07 22:47:06
1041,40,9분,2020-06-07 22:47:07
1032,40,10분,2020-06-07 22:47:09
3063,40,12분,2020-06-07 22:47:11
3096,40,1분,2020-06-07 22:47:14
3122,40,3분,2020-06-07 22:47:15
3132,40,6분,2020-06-07 22:47:17
3148,40,7분,2020-06-07 22:47:19
3149,40,8분,2020-06-07 22:47:20
3144,40,9분,2020-06-07 22:47:22
7051,40,12분,2020-06-07 22:47:24
7231,40,2분,2020-06-07 22:47:27
7164,40,2분,2020-06-07 22:47:29
7061,40,4분,2020-06-07 22:47:31
7015,40,6분,2020-06-07 22:47:32
7014,40,7분,2020-06-07 22:47:34
7007,40,9분,2020-06-07 22:47:36
14083,40,11분,2020-06-07 22:47:37
14082,40,13분,2020-06-07 22:47:39
14072,40,15분,2020-06-07 22:47:41
14070,40,16분,2020-06-07 22:47:43
14061,40,17분,2020-06-07 22:47:45
14053,40,1분,2020-06-07 22:47:46
14094,40,3분,2020-06-07 22:47:48
14031,40,5분,2020-06-07 22:47:50
9136,40,2분,2020-06-07 22:47:53
9718,40,7분,2020-06-07 22:47:55
9720,40,9분,2020-06-07 22:47:56
9724,40,1분,2020-06-07 22:48:00
9728,40,2분,2020-06-07 22:48:01
9101,40,5분,2020-06-07 22:48:03
9098,40,6분,2020-06-07 22:48:05
9095,40,6분,2020-06-07 22:48:06
9092,40,8분,2020-06-07 22:48:08
9253,40,10분,2020-06-07 22:48:09
9091,40,11분,2020-06-07 22:48:11
9078,40,12분,2020-06-07 22:48:13
9067,40,14분,2020-06-07 22:48:14
9069,40,15분,2020-06-07 22:48:16
9064,40,16분,2020-06-07 22:48:17
9055,40,1분,2020-06-07 22:48:19
9052,40,1분,2020-06-07 22:48:20
9048,40,2분,2020-06-07 22:48:22
9045,40,3분,2020-06-07 22:48:23
9043,40,4분,2020-06-07 22:48:25
9258,40,5분,2020-06-07 22:48:27
9011,40,9분,2020-06-07 22:48:29
9049,40,8분,2020-06-07 22:48:30
9007,40,10분,2020-06-07 22:48:32
9727,40,도착정보 없음,2020-06-07 22:48:34
9723,40,도착정보 없음,2020-06-07 22:48:35
9721,40,도착정보 없음,2020-06-07 22:48:37
9719,40,도착정보 없음,2020-06-07 22:48:38
9717,40,도착정보 없음,2020-06-07 22:48:40
9259,40,도착정보 없음,2020-06-07 22:48:42
9138,40,도착정보 없음,2020-06-07 22:48:43
14030,40,도착정보 없음,2020-06-07 22:48:45
14046,40,도착정보 없음,2020-06-07 22:48:46
14056,40,도착정보 없음,2020-06-07 22:48:48
14059,40,도착정보 없음,2020-06-07 22:48:50
14071,40,도착정보 없음,2020-06-07 22:48:52
14074,40,도착정보 없음,2020-06-07 22:48:53
14080,40,도착정보 없음,2020-06-07 22:48:55
14087,40,도착정보 없음,2020-06-07 22:48:56
7006,40,도착정보 없음,2020-06-07 22:48:58
7013,40,1분,2020-06-07 22:49:00
7016,40,2분,2020-06-07 22:49:02
7063,40,4분,2020-06-07 22:49:03
7165,40,5분,2020-06-07 22:49:05
7058,40,6분,2020-06-07 22:49:06
7053,40,7분,2020-06-07 22:49:08
7047,40,8분,2020-06-07 22:49:10
3143,40,10분,2020-06-07 22:49:11
3134,40,12분,2020-06-07 22:49:13
3108,40,15분,2020-06-07 22:49:15
3097,40,17분,2020-06-07 22:49:16
3089,40,17분,2020-06-07 22:49:18
3058,40,19분,2020-06-07 22:49:20
1033,40,2분,2020-06-07 22:49:21
1042,40,3분,2020-06-07 22:49:23
1047,40,4분,2020-06-07 22:49:25
1097,40,6분,2020-06-07 22:49:26
1112,40,7분,2020-06-07 22:49:28
1090,40,8분,2020-06-07 22:49:29
2061,40,9분,2020-06-07 22:49:31
2058,40,10분,2020-06-07 22:49:32
2053,40,11분,2020-06-07 22:49:34
1091,40,2분,2020-06-07 22:49:37
1111,40,3분,2020-06-07 22:49:39
1093,40,4분,2020-06-07 22:49:40
1096,40,4분,2020-06-07 22:49:42
1041,40,7분,2020-06-07 22:49:44
1032,40,8분,2020-06-07 22:49:45
3063,40,10분,2020-06-07 22:49:47
3092,40,14분,2020-06-07 22:49:49
3096,40,15분,2020-06-07 22:49:50
3122,40,1분,2020-06-07 22:49:52
3132,40,4분,2020-06-07 22:49:54
3148,40,5분,2020-06-07 22:49:55
3149,40,6분,2020-06-07 22:49:57
3144,40,7분,2020-06-07 22:49:58
7051,40,11분,2020-06-07 22:50:00
7052,40,12분,2020-06-07 22:50:02
7231,40,12분,2020-06-07 22:50:03
7164,40,13분,2020-06-07 22:50:05
7015,40,1분,2020-06-07 22:50:08
7014,40,2분,2020-06-07 22:50:10
7007,40,4분,2020-06-07 22:50:11
14083,40,6분,2020-06-07 22:50:13
14082,40,8분,2020-06-07 22:50:14
14072,40,10분,2020-06-07 22:50:16
14070,40,11분,2020-06-07 22:50:18
14061,40,13분,2020-06-07 22:50:19
14053,40,14분,2020-06-07 22:50:21
14031,40,2분,2020-06-07 22:50:24
9137,40,4분,2020-06-07 22:50:26
9718,40,5분,2020-06-07 22:50:29
9720,40,7분,2020-06-07 22:50:31
9722,40,8분,2020-06-07 22:50:32
9724,40,9분,2020-06-07 22:50:34
9728,40,10분,2020-06-07 22:50:36
9101,40,2분,2020-06-07 22:50:37
9098,40,3분,2020-06-07 22:50:39
9095,40,4분,2020-06-07 22:50:40
9092,40,6분,2020-06-07 22:50:42
9253,40,7분,2020-06-07 22:50:43
9091,40,8분,2020-06-07 22:50:45
9078,40,9분,2020-06-07 22:50:46
9067,40,11분,2020-06-07 22:50:48
9069,40,12분,2020-06-07 22:50:49
9064,40,13분,2020-06-07 22:50:51
9055,40,14분,2020-06-07 22:50:52
9052,40,15분,2020-06-07 22:50:54
9048,40,15분,2020-06-07 22:50:55
9045,40,16분,2020-06-07 22:50:57
9043,40,1분,2020-06-07 22:50:59
9258,40,2분,2020-06-07 22:51:00
9011,40,5분,2020-06-07 22:51:02
9049,40,6분,2020-06-07 22:51:03
9007,40,8분,2020-06-07 22:51:05
9727,40,도착정보 없음,2020-06-07 22:51:06
9723,40,도착정보 없음,2020-06-07 22:51:08
9721,40,도착정보 없음,2020-06-07 22:51:10
9719,40,도착정보 없음,2020-06-07 22:51:11
9717,40,도착정보 없음,2020-06-07 22:51:13
9259,40,도착정보 없음,2020-06-07 22:51:14
9138,40,도착정보 없음,2020-06-07 22:51:16
14030,40,도착정보 없음,2020-06-07 22:51:18
14046,40,도착정보 없음,2020-06-07 22:51:19
14056,40,도착정보 없음,2020-06-07 22:51:21
14059,40,도착정보 없음,2020-06-07 22:51:22
14071,40,도착정보 없음,2020-06-07 22:51:24
14074,40,도착정보 없음,2020-06-07 22:51:26
14080,40,도착정보 없음,2020-06-07 22:51:27
14087,40,도착정보 없음,2020-06-07 22:51:29
7006,40,도착정보 없음,2020-06-07 22:51:30
7013,40,도착정보 없음,2020-06-07 22:51:32
7016,40,도착정보 없음,2020-06-07 22:51:34
7063,40,도착정보 없음,2020-06-07 22:51:35
7165,40,1분,2020-06-07 22:51:37
7058,40,1분,2020-06-07 22:51:39
7053,40,2분,2020-06-07 22:51:40
