0,1,2,3,4,5,6
BusStop_No,Bus_No,Predict_Arrive,Date,hour,min,sec
5321,138-1,19분,2020-06-03,17,14,34
5277,138-1,21분,2020-06-03,17,14,35
5253,138-1,22분,2020-06-03,17,14,37
5257,138-1,23분,2020-06-03,17,14,38
5259,138-1,24분,2020-06-03,17,14,40
7034,138-1,2분,2020-06-03,17,14,41
7168,138-1,2분,2020-06-03,17,14,43
7035,138-1,4분,2020-06-03,17,14,44
7067,138-1,5분,2020-06-03,17,14,46
7043,138-1,5분,2020-06-03,17,14,47
5356,138-1,8분,2020-06-03,17,14,49
5357,138-1,9분,2020-06-03,17,14,50
5358,138-1,12분,2020-06-03,17,14,52
5190,138-1,4분,2020-06-03,17,14,53
5192,138-1,6분,2020-06-03,17,14,55
5340,138-1,9분,2020-06-03,17,14,57
5155,138-1,9분,2020-06-03,17,14,58
5153,138-1,1분,2020-06-03,17,15,00
5292,138-1,2분,2020-06-03,17,15,02
5101,138-1,3분,2020-06-03,17,15,03
5102,138-1,4분,2020-06-03,17,15,05
5103,138-1,6분,2020-06-03,17,15,06
5104,138-1,7분,2020-06-03,17,15,08
5108,138-1,8분,2020-06-03,17,15,09
5110,138-1,9분,2020-06-03,17,15,11
15111,138-1,9분,2020-06-03,17,15,13
15117,138-1,11분,2020-06-03,17,15,14
15121,138-1,13분,2020-06-03,17,15,16
15283,138-1,13분,2020-06-03,17,15,18
15098,138-1,14분,2020-06-03,17,15,19
15081,138-1,15분,2020-06-03,17,15,21
15254,138-1,16분,2020-06-03,17,15,22
15073,138-1,4분,2020-06-03,17,15,24
15069,138-1,7분,2020-06-03,17,15,25
15085,138-1,10분,2020-06-03,17,15,27
15143,138-1,11분,2020-06-03,17,15,28
15072,138-1,5분,2020-06-03,17,15,30
15255,138-1,6분,2020-06-03,17,15,31
15082,138-1,7분,2020-06-03,17,15,33
15097,138-1,9분,2020-06-03,17,15,35
15284,138-1,10분,2020-06-03,17,15,36
15122,138-1,10분,2020-06-03,17,15,38
15118,138-1,2분,2020-06-03,17,15,39
15115,138-1,3분,2020-06-03,17,15,41
15113,138-1,5분,2020-06-03,17,15,43
5112,138-1,6분,2020-06-03,17,15,44
5146,138-1,7분,2020-06-03,17,15,46
5147,138-1,8분,2020-06-03,17,15,47
5148,138-1,8분,2020-06-03,17,15,49
5149,138-1,9분,2020-06-03,17,15,50
5150,138-1,10분,2020-06-03,17,15,52
5152,138-1,11분,2020-06-03,17,15,54
5154,138-1,12분,2020-06-03,17,15,55
5158,138-1,14분,2020-06-03,17,15,57
5193,138-1,16분,2020-06-03,17,15,59
5321,138-1,19분,2020-06-03,17,16,00
5277,138-1,21분,2020-06-03,17,16,02
5253,138-1,22분,2020-06-03,17,16,04
5257,138-1,23분,2020-06-03,17,16,05
5259,138-1,24분,2020-06-03,17,16,07
7034,138-1,27분,2020-06-03,17,16,08
7035,138-1,2분,2020-06-03,17,16,12
7067,138-1,3분,2020-06-03,17,16,13
7043,138-1,4분,2020-06-03,17,16,15
5356,138-1,6분,2020-06-03,17,16,16
5357,138-1,7분,2020-06-03,17,16,18
5358,138-1,10분,2020-06-03,17,16,19
5190,138-1,4분,2020-06-03,17,16,21
5192,138-1,6분,2020-06-03,17,16,22
5340,138-1,9분,2020-06-03,17,16,24
5155,138-1,9분,2020-06-03,17,16,25
5153,138-1,1분,2020-06-03,17,16,27
5292,138-1,2분,2020-06-03,17,16,28
5101,138-1,3분,2020-06-03,17,16,30
5102,138-1,4분,2020-06-03,17,16,32
5103,138-1,6분,2020-06-03,17,16,33
5104,138-1,7분,2020-06-03,17,16,35
5108,138-1,8분,2020-06-03,17,16,36
5110,138-1,9분,2020-06-03,17,16,38
15111,138-1,9분,2020-06-03,17,16,40
15117,138-1,11분,2020-06-03,17,16,41
15121,138-1,13분,2020-06-03,17,16,43
15283,138-1,13분,2020-06-03,17,16,44
15098,138-1,14분,2020-06-03,17,16,46
15081,138-1,15분,2020-06-03,17,16,48
15254,138-1,16분,2020-06-03,17,16,49
15069,138-1,3분,2020-06-03,17,16,52
15085,138-1,5분,2020-06-03,17,16,54
15143,138-1,7분,2020-06-03,17,16,55
15072,138-1,3분,2020-06-03,17,16,57
15255,138-1,4분,2020-06-03,17,16,59
15082,138-1,5분,2020-06-03,17,17,00
15097,138-1,7분,2020-06-03,17,17,02
15284,138-1,8분,2020-06-03,17,17,03
15122,138-1,8분,2020-06-03,17,17,05
15115,138-1,1분,2020-06-03,17,17,08
15113,138-1,2분,2020-06-03,17,17,10
5112,138-1,3분,2020-06-03,17,17,11
5146,138-1,5분,2020-06-03,17,17,13
5147,138-1,5분,2020-06-03,17,17,15
